time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface
145080,0.17587242,0.17543173,0.17410373,0.17186976,0.16869558,0.16452577,0.15927319,0.15279896,0.14487153,0.13507097,0.12251549,0.10471714,0.05436487,,,,,,,,0.05436487
145140,0.17581815,0.17537769,0.17405037,0.17181753,0.16864494,0.16447719,0.15922715,0.15275600,0.14483222,0.13503601,0.12248583,0.10469446,0.05436042,,,,,,,,0.05436042
145200,0.17576394,0.17532370,0.17399706,0.17176534,0.16859434,0.16442865,0.15918116,0.15271308,0.14479295,0.13500109,0.12245620,0.10467180,0.05435597,,,,,,,,0.05435597
145260,0.17570978,0.17526977,0.17394380,0.17171322,0.16854380,0.16438017,0.15913522,0.15267021,0.14475372,0.13496620,0.12242660,0.10464915,0.05435153,,,,,,,,0.05435153
145320,0.17565568,0.17521589,0.17389060,0.17166114,0.16849331,0.16433173,0.15908933,0.15262737,0.14471453,0.13493134,0.12239702,0.10462653,0.05434709,,,,,,,,0.05434709
145380,0.17560164,0.17516207,0.17383745,0.17160912,0.16844287,0.16428334,0.15904348,0.15258458,0.14467538,0.13489652,0.12236748,0.10460393,0.05434267,,,,,,,,0.05434267
145440,0.17554765,0.17510831,0.17378436,0.17155715,0.16839248,0.16423500,0.15899768,0.15254183,0.14463626,0.13486173,0.12233796,0.10458135,0.05433825,,,,,,,,0.05433825
145500,0.17549372,0.17505460,0.17373132,0.17150524,0.16834215,0.16418671,0.15895192,0.15249913,0.14459719,0.13482698,0.12230847,0.10455879,0.05433383,,,,,,,,0.05433383
145560,0.17543985,0.17500095,0.17367834,0.17145337,0.16829186,0.16413847,0.15890621,0.15245647,0.14455815,0.13479226,0.12227900,0.10453625,0.05432943,,,,,,,,0.05432943
145620,0.17538603,0.17494735,0.17362542,0.17140157,0.16824163,0.16409028,0.15886054,0.15241385,0.14451915,0.13475757,0.12224957,0.10451373,0.05432503,,,,,,,,0.05432503
145680,0.17533226,0.17489381,0.17357254,0.17134981,0.16819145,0.16404214,0.15881492,0.15237127,0.14448019,0.13472292,0.12222016,0.10449124,0.05432063,,,,,,,,0.05432063
145740,0.17527855,0.17484033,0.17351972,0.17129811,0.16814132,0.16399405,0.15876935,0.15232873,0.14444127,0.13468829,0.12219078,0.10446876,0.05431625,,,,,,,,0.05431625
145800,0.17522490,0.17478689,0.17346696,0.17124646,0.16809124,0.16394600,0.15872383,0.15228624,0.14440238,0.13465371,0.12216143,0.10444630,0.05431187,,,,,,,,0.05431187
145860,0.17517131,0.17473352,0.17341426,0.17119487,0.16804122,0.16389801,0.15867835,0.15224380,0.14436354,0.13461916,0.12213211,0.10442387,0.05430749,,,,,,,,0.05430749
145920,0.17511777,0.17468021,0.17336160,0.17114333,0.16799124,0.16385007,0.15863292,0.15220139,0.14432474,0.13458464,0.12210281,0.10440146,0.05430313,,,,,,,,0.05430313
145980,0.17506428,0.17462694,0.17330900,0.17109184,0.16794132,0.16380217,0.15858753,0.15215902,0.14428597,0.13455015,0.12207355,0.10437906,0.05429877,,,,,,,,0.05429877
146040,0.17501085,0.17457373,0.17325645,0.17104040,0.16789144,0.16375432,0.15854218,0.15211670,0.14424724,0.13451570,0.12204431,0.10435669,0.05429441,,,,,,,,0.05429441
146100,0.17495747,0.17452057,0.17320396,0.17098902,0.16784162,0.16370652,0.15849688,0.15207442,0.14420854,0.13448128,0.12201509,0.10433433,0.05429007,,,,,,,,0.05429007
146160,0.17490414,0.17446747,0.17315152,0.17093769,0.16779184,0.16365876,0.15845163,0.15203218,0.14416989,0.13444689,0.12198591,0.10431200,0.05428572,,,,,,,,0.05428572
146220,0.17485088,0.17441442,0.17309913,0.17088641,0.16774212,0.16361106,0.15840642,0.15198998,0.14413127,0.13441254,0.12195675,0.10428969,0.05428139,,,,,,,,0.05428139
146280,0.17479766,0.17436143,0.17304680,0.17083518,0.16769245,0.16356340,0.15836126,0.15194782,0.14409269,0.13437822,0.12192762,0.10426739,0.05427706,,,,,,,,0.05427706
146340,0.17474450,0.17430849,0.17299452,0.17078400,0.16764282,0.16351579,0.15831614,0.15190571,0.14405414,0.13434393,0.12189851,0.10424512,0.05427274,,,,,,,,0.05427274
146400,0.17469140,0.17425560,0.17294230,0.17073288,0.16759325,0.16346823,0.15827107,0.15186363,0.14401564,0.13430967,0.12186944,0.10422287,0.05426843,,,,,,,,0.05426843
146460,0.17463835,0.17420277,0.17289012,0.17068181,0.16754373,0.16342071,0.15822604,0.15182160,0.14397717,0.13427545,0.12184039,0.10420064,0.05426412,,,,,,,,0.05426412
146520,0.17458535,0.17414999,0.17283800,0.17063079,0.16749426,0.16337325,0.15818106,0.15177961,0.14393874,0.13424126,0.12181137,0.10417843,0.05425982,,,,,,,,0.05425982
146580,0.17453241,0.17409727,0.17278594,0.17057982,0.16744484,0.16332583,0.15813612,0.15173766,0.14390035,0.13420711,0.12178237,0.10415624,0.05425553,,,,,,,,0.05425553
146640,0.17447952,0.17404460,0.17273393,0.17052890,0.16739546,0.16327846,0.15809123,0.15169576,0.14386200,0.13417298,0.12175341,0.10413406,0.05425124,,,,,,,,0.05425124
146700,0.17442669,0.17399199,0.17268197,0.17047804,0.16734614,0.16323114,0.15804638,0.15165389,0.14382368,0.13413889,0.12172447,0.10411191,0.05424696,,,,,,,,0.05424696
146760,0.17437391,0.17393942,0.17263006,0.17042723,0.16729687,0.16318386,0.15800158,0.15161207,0.14378540,0.13410483,0.12169555,0.10408978,0.05424268,,,,,,,,0.05424268
146820,0.17432119,0.17388692,0.17257821,0.17037647,0.16724765,0.16313664,0.15795682,0.15157028,0.14374715,0.13407081,0.12166667,0.10406767,0.05423841,,,,,,,,0.05423841
146880,0.17426851,0.17383446,0.17252640,0.17032576,0.16719848,0.16308945,0.15791210,0.15152854,0.14370895,0.13403681,0.12163781,0.10404558,0.05423415,,,,,,,,0.05423415
146940,0.17421590,0.17378206,0.17247466,0.17027510,0.16714935,0.16304232,0.15786744,0.15148684,0.14367078,0.13400285,0.12160898,0.10402351,0.05422990,,,,,,,,0.05422990
147000,0.17416333,0.17372971,0.17242296,0.17022450,0.16710028,0.16299524,0.15782281,0.15144518,0.14363265,0.13396892,0.12158017,0.10400146,0.05422565,,,,,,,,0.05422565
147060,0.17411082,0.17367742,0.17237132,0.17017394,0.16705126,0.16294820,0.15777823,0.15140356,0.14359455,0.13393503,0.12155139,0.10397943,0.05422140,,,,,,,,0.05422140
147120,0.17405836,0.17362518,0.17231973,0.17012344,0.16700228,0.16290121,0.15773369,0.15136198,0.14355650,0.13390117,0.12152264,0.10395742,0.05421717,,,,,,,,0.05421717
147180,0.17400596,0.17357299,0.17226819,0.17007298,0.16695336,0.16285426,0.15768920,0.15132045,0.14351848,0.13386733,0.12149392,0.10393543,0.05421294,,,,,,,,0.05421294
147240,0.17395361,0.17352086,0.17221670,0.17002258,0.16690448,0.16280737,0.15764475,0.15127895,0.14348049,0.13383354,0.12146522,0.10391346,0.05420871,,,,,,,,0.05420871
147300,0.17390131,0.17346878,0.17216527,0.16997223,0.16685566,0.16276052,0.15760035,0.15123749,0.14344255,0.13379977,0.12143655,0.10389151,0.05420450,,,,,,,,0.05420450
147360,0.17384907,0.17341675,0.17211389,0.16992193,0.16680688,0.16271371,0.15755599,0.15119608,0.14340464,0.13376603,0.12140791,0.10386958,0.05420029,,,,,,,,0.05420029
147420,0.17379688,0.17336477,0.17206256,0.16987168,0.16675815,0.16266695,0.15751167,0.15115470,0.14336676,0.13373233,0.12137929,0.10384767,0.05419608,,,,,,,,0.05419608
147480,0.17374474,0.17331285,0.17201128,0.16982149,0.16670947,0.16262024,0.15746740,0.15111337,0.14332892,0.13369866,0.12135070,0.10382577,0.05419188,,,,,,,,0.05419188
147540,0.17369266,0.17326098,0.17196006,0.16977134,0.16666084,0.16257358,0.15742317,0.15107208,0.14329112,0.13366502,0.12132214,0.10380390,0.05418769,,,,,,,,0.05418769
147600,0.17364062,0.17320916,0.17190888,0.16972124,0.16661226,0.16252696,0.15737899,0.15103082,0.14325336,0.13363142,0.12129360,0.10378205,0.05418351,,,,,,,,0.05418351
147660,0.17358865,0.17315740,0.17185777,0.16967120,0.16656373,0.16248040,0.15733485,0.15098962,0.14321564,0.13359785,0.12126509,0.10376022,0.05417933,,,,,,,,0.05417933
147720,0.17353673,0.17310569,0.17180670,0.16962121,0.16651525,0.16243388,0.15729076,0.15094845,0.14317795,0.13356431,0.12123661,0.10373841,0.05417515,,,,,,,,0.05417515
147780,0.17348485,0.17305403,0.17175568,0.16957126,0.16646682,0.16238740,0.15724670,0.15090732,0.14314030,0.13353080,0.12120815,0.10371662,0.05417099,,,,,,,,0.05417099
147840,0.17343303,0.17300243,0.17170471,0.16952137,0.16641843,0.16234097,0.15720269,0.15086622,0.14310268,0.13349732,0.12117972,0.10369484,0.05416683,,,,,,,,0.05416683
147900,0.17338126,0.17295087,0.17165380,0.16947152,0.16637009,0.16229458,0.15715872,0.15082517,0.14306510,0.13346387,0.12115132,0.10367309,0.05416267,,,,,,,,0.05416267
147960,0.17332955,0.17289937,0.17160293,0.16942173,0.16632180,0.16224824,0.15711480,0.15078416,0.14302755,0.13343045,0.12112294,0.10365136,0.05415852,,,,,,,,0.05415852
148020,0.17327788,0.17284791,0.17155212,0.16937198,0.16627356,0.16220195,0.15707092,0.15074319,0.14299004,0.13339707,0.12109458,0.10362964,0.05415438,,,,,,,,0.05415438
148080,0.17322627,0.17279651,0.17150136,0.16932229,0.16622536,0.16215570,0.15702708,0.15070226,0.14295257,0.13336372,0.12106626,0.10360795,0.05415025,,,,,,,,0.05415025
148140,0.17317471,0.17274517,0.17145065,0.16927264,0.16617722,0.16210950,0.15698329,0.15066137,0.14291513,0.13333040,0.12103796,0.10358627,0.05414612,,,,,,,,0.05414612
148200,0.17312320,0.17269387,0.17139999,0.16922304,0.16612912,0.16206335,0.15693954,0.15062051,0.14287773,0.13329711,0.12100969,0.10356462,0.05414199,,,,,,,,0.05414199
148260,0.17307175,0.17264262,0.17134938,0.16917350,0.16608107,0.16201724,0.15689583,0.15057970,0.14284036,0.13326385,0.12098144,0.10354298,0.05413788,,,,,,,,0.05413788
148320,0.17302034,0.17259143,0.17129882,0.16912400,0.16603307,0.16197117,0.15685217,0.15053893,0.14280303,0.13323062,0.12095322,0.10352136,0.05413376,,,,,,,,0.05413376
148380,0.17296899,0.17254029,0.17124831,0.16907456,0.16598512,0.16192515,0.15680854,0.15049820,0.14276574,0.13319743,0.12092502,0.10349976,0.05412966,,,,,,,,0.05412966
148440,0.17291769,0.17248920,0.17119786,0.16902516,0.16593721,0.16187918,0.15676496,0.15045750,0.14272848,0.13316427,0.12089685,0.10347819,0.05412556,,,,,,,,0.05412556
148500,0.17286644,0.17243816,0.17114745,0.16897581,0.16588935,0.16183325,0.15672143,0.15041685,0.14269126,0.13313113,0.12086871,0.10345663,0.05412147,,,,,,,,0.05412147
148560,0.17281524,0.17238717,0.17109710,0.16892651,0.16584154,0.16178737,0.15667793,0.15037624,0.14265407,0.13309803,0.12084059,0.10343509,0.05411738,,,,,,,,0.05411738
148620,0.17276409,0.17233624,0.17104679,0.16887726,0.16579378,0.16174154,0.15663448,0.15033566,0.14261692,0.13306496,0.12081250,0.10341357,0.05411330,,,,,,,,0.05411330
148680,0.17271300,0.17228535,0.17099654,0.16882806,0.16574606,0.16169574,0.15659107,0.15029513,0.14257981,0.13303192,0.12078444,0.10339206,0.05410923,,,,,,,,0.05410923
148740,0.17266196,0.17223452,0.17094633,0.16877891,0.16569839,0.16165000,0.15654771,0.15025463,0.14254273,0.13299892,0.12075640,0.10337058,0.05410516,,,,,,,,0.05410516
148800,0.17261096,0.17218374,0.17089618,0.16872981,0.16565077,0.16160430,0.15650439,0.15021417,0.14250568,0.13296594,0.12072838,0.10334912,0.05410109,,,,,,,,0.05410109
148860,0.17256002,0.17213300,0.17084608,0.16868076,0.16560320,0.16155864,0.15646110,0.15017375,0.14246867,0.13293299,0.12070039,0.10332768,0.05409704,,,,,,,,0.05409704
148920,0.17250913,0.17208232,0.17079602,0.16863175,0.16555567,0.16151303,0.15641787,0.15013338,0.14243170,0.13290008,0.12067243,0.10330625,0.05409299,,,,,,,,0.05409299
148980,0.17245829,0.17203169,0.17074602,0.16858280,0.16550819,0.16146746,0.15637467,0.15009304,0.14239476,0.13286720,0.12064450,0.10328485,0.05408894,,,,,,,,0.05408894
149040,0.17240750,0.17198111,0.17069607,0.16853389,0.16546076,0.16142194,0.15633151,0.15005274,0.14235786,0.13283434,0.12061658,0.10326346,0.05408491,,,,,,,,0.05408491
149100,0.17235677,0.17193058,0.17064616,0.16848503,0.16541337,0.16137647,0.15628840,0.15001247,0.14232099,0.13280152,0.12058870,0.10324209,0.05408087,,,,,,,,0.05408087
149160,0.17230608,0.17188010,0.17059631,0.16843623,0.16536603,0.16133103,0.15624533,0.14997225,0.14228416,0.13276873,0.12056084,0.10322074,0.05407685,,,,,,,,0.05407685
149220,0.17225544,0.17182968,0.17054650,0.16838746,0.16531874,0.16128565,0.15620230,0.14993207,0.14224736,0.13273597,0.12053301,0.10319941,0.05407283,,,,,,,,0.05407283
149280,0.17220486,0.17177930,0.17049675,0.16833875,0.16527150,0.16124030,0.15615932,0.14989192,0.14221060,0.13270324,0.12050520,0.10317810,0.05406881,,,,,,,,0.05406881
149340,0.17215432,0.17172897,0.17044704,0.16829009,0.16522430,0.16119501,0.15611637,0.14985182,0.14217387,0.13267054,0.12047741,0.10315681,0.05406480,,,,,,,,0.05406480
149400,0.17210384,0.17167869,0.17039739,0.16824147,0.16517715,0.16114975,0.15607347,0.14981175,0.14213718,0.13263787,0.12044966,0.10313554,0.05406080,,,,,,,,0.05406080
149460,0.17205341,0.17162847,0.17034779,0.16819291,0.16513005,0.16110455,0.15603061,0.14977172,0.14210052,0.13260524,0.12042193,0.10311429,0.05405680,,,,,,,,0.05405680
149520,0.17200303,0.17157830,0.17029823,0.16814440,0.16508299,0.16105939,0.15598780,0.14973173,0.14206390,0.13257263,0.12039422,0.10309305,0.05405281,,,,,,,,0.05405281
149580,0.17195270,0.17152817,0.17024873,0.16809592,0.16503598,0.16101427,0.15594502,0.14969178,0.14202731,0.13254006,0.12036654,0.10307184,0.05404883,,,,,,,,0.05404883
149640,0.17190241,0.17147809,0.17019927,0.16804750,0.16498901,0.16096919,0.15590228,0.14965187,0.14199076,0.13250751,0.12033888,0.10305064,0.05404485,,,,,,,,0.05404485
149700,0.17185218,0.17142807,0.17014986,0.16799913,0.16494209,0.16092416,0.15585959,0.14961199,0.14195424,0.13247499,0.12031125,0.10302946,0.05404088,,,,,,,,0.05404088
149760,0.17180200,0.17137809,0.17010050,0.16795080,0.16489522,0.16087917,0.15581694,0.14957216,0.14191776,0.13244251,0.12028365,0.10300830,0.05403691,,,,,,,,0.05403691
149820,0.17175186,0.17132816,0.17005119,0.16790252,0.16484839,0.16083423,0.15577432,0.14953236,0.14188131,0.13241005,0.12025607,0.10298716,0.05403295,,,,,,,,0.05403295
149880,0.17170178,0.17127828,0.17000193,0.16785429,0.16480161,0.16078933,0.15573175,0.14949260,0.14184489,0.13237763,0.12022851,0.10296604,0.05402899,,,,,,,,0.05402899
149940,0.17165175,0.17122845,0.16995271,0.16780610,0.16475488,0.16074447,0.15568922,0.14945287,0.14180851,0.13234523,0.12020098,0.10294494,0.05402504,,,,,,,,0.05402504
150000,0.17160176,0.17117867,0.16990355,0.16775797,0.16470819,0.16069966,0.15564674,0.14941319,0.14177217,0.13231287,0.12017348,0.10292385,0.05402110,,,,,,,,0.05402110
150060,0.17155183,0.17112894,0.16985443,0.16770988,0.16466154,0.16065489,0.15560429,0.14937354,0.14173586,0.13228053,0.12014600,0.10290279,0.05401716,,,,,,,,0.05401716
150120,0.17150194,0.17107926,0.16980536,0.16766183,0.16461495,0.16061016,0.15556188,0.14933393,0.14169958,0.13224823,0.12011854,0.10288174,0.05401323,,,,,,,,0.05401323
150180,0.17145211,0.17102963,0.16975634,0.16761384,0.16456839,0.16056548,0.15551952,0.14929436,0.14166333,0.13221595,0.12009111,0.10286071,0.05400930,,,,,,,,0.05400930
150240,0.17140232,0.17098005,0.16970737,0.16756589,0.16452189,0.16052084,0.15547719,0.14925483,0.14162713,0.13218371,0.12006371,0.10283970,0.05400538,,,,,,,,0.05400538
150300,0.17135258,0.17093051,0.16965845,0.16751799,0.16447543,0.16047625,0.15543491,0.14921533,0.14159095,0.13215149,0.12003633,0.10281871,0.05400147,,,,,,,,0.05400147
150360,0.17130289,0.17088103,0.16960958,0.16747014,0.16442901,0.16043170,0.15539267,0.14917588,0.14155481,0.13211931,0.12000897,0.10279773,0.05399756,,,,,,,,0.05399756
150420,0.17125326,0.17083159,0.16956075,0.16742233,0.16438264,0.16038719,0.15535047,0.14913646,0.14151870,0.13208715,0.11998164,0.10277678,0.05399365,,,,,,,,0.05399365
150480,0.17120367,0.17078220,0.16951197,0.16737457,0.16433631,0.16034272,0.15530831,0.14909708,0.14148263,0.13205503,0.11995433,0.10275584,0.05398976,,,,,,,,0.05398976
150540,0.17115413,0.17073287,0.16946324,0.16732686,0.16429004,0.16029830,0.15526619,0.14905773,0.14144659,0.13202293,0.11992705,0.10273492,0.05398586,,,,,,,,0.05398586
150600,0.17110463,0.17068358,0.16941456,0.16727920,0.16424380,0.16025392,0.15522411,0.14901842,0.14141059,0.13199087,0.11989980,0.10271402,0.05398198,,,,,,,,0.05398198
150660,0.17105519,0.17063434,0.16936593,0.16723158,0.16419761,0.16020959,0.15518207,0.14897915,0.14137462,0.13195883,0.11987257,0.10269314,0.05397810,,,,,,,,0.05397810
150720,0.17100580,0.17058514,0.16931734,0.16718401,0.16415147,0.16016530,0.15514007,0.14893992,0.14133868,0.13192683,0.11984536,0.10267228,0.05397422,,,,,,,,0.05397422
150780,0.17095645,0.17053600,0.16926881,0.16713648,0.16410537,0.16012105,0.15509811,0.14890073,0.14130278,0.13189485,0.11981818,0.10265144,0.05397035,,,,,,,,0.05397035
150840,0.17090715,0.17048690,0.16922031,0.16708900,0.16405931,0.16007684,0.15505619,0.14886157,0.14126691,0.13186290,0.11979102,0.10263061,0.05396649,,,,,,,,0.05396649
150900,0.17085791,0.17043786,0.16917187,0.16704157,0.16401331,0.16003268,0.15501431,0.14882245,0.14123107,0.13183098,0.11976389,0.10260980,0.05396263,,,,,,,,0.05396263
150960,0.17080871,0.17038886,0.16912348,0.16699419,0.16396734,0.15998856,0.15497248,0.14878337,0.14119527,0.13179910,0.11973678,0.10258901,0.05395878,,,,,,,,0.05395878
151020,0.17075955,0.17033991,0.16907513,0.16694685,0.16392142,0.15994448,0.15493068,0.14874432,0.14115950,0.13176724,0.11970969,0.10256824,0.05395493,,,,,,,,0.05395493
151080,0.17071045,0.17029101,0.16902683,0.16689955,0.16387555,0.15990044,0.15488892,0.14870531,0.14112377,0.13173541,0.11968263,0.10254749,0.05395109,,,,,,,,0.05395109
151140,0.17066140,0.17024215,0.16897858,0.16685231,0.16382972,0.15985645,0.15484720,0.14866634,0.14108806,0.13170361,0.11965560,0.10252675,0.05394725,,,,,,,,0.05394725
151200,0.17061239,0.17019334,0.16893037,0.16680511,0.16378393,0.15981250,0.15480553,0.14862741,0.14105240,0.13167184,0.11962859,0.10250603,0.05394342,,,,,,,,0.05394342
151260,0.17056344,0.17014459,0.16888222,0.16675796,0.16373819,0.15976859,0.15476390,0.14858851,0.14101677,0.13164010,0.11960160,0.10248534,0.05393960,,,,,,,,0.05393960
151320,0.17051453,0.17009588,0.16883411,0.16671085,0.16369250,0.15972473,0.15472230,0.14854965,0.14098117,0.13160839,0.11957464,0.10246466,0.05393578,,,,,,,,0.05393578
151380,0.17046567,0.17004722,0.16878605,0.16666379,0.16364685,0.15968091,0.15468074,0.14851083,0.14094560,0.13157670,0.11954771,0.10244399,0.05393197,,,,,,,,0.05393197
151440,0.17041685,0.16999861,0.16873803,0.16661677,0.16360124,0.15963713,0.15463922,0.14847204,0.14091006,0.13154505,0.11952079,0.10242335,0.05392816,,,,,,,,0.05392816
151500,0.17036809,0.16995004,0.16869006,0.16656980,0.16355568,0.15959339,0.15459775,0.14843329,0.14087456,0.13151343,0.11949390,0.10240272,0.05392436,,,,,,,,0.05392436
151560,0.17031937,0.16990152,0.16864213,0.16652288,0.16351016,0.15954969,0.15455631,0.14839458,0.14083909,0.13148183,0.11946704,0.10238211,0.05392056,,,,,,,,0.05392056
151620,0.17027070,0.16985304,0.16859426,0.16647600,0.16346468,0.15950604,0.15451491,0.14835590,0.14080366,0.13145026,0.11944020,0.10236152,0.05391677,,,,,,,,0.05391677
151680,0.17022207,0.16980462,0.16854643,0.16642916,0.16341925,0.15946242,0.15447355,0.14831726,0.14076826,0.13141873,0.11941338,0.10234095,0.05391298,,,,,,,,0.05391298
151740,0.17017350,0.16975624,0.16849864,0.16638237,0.16337386,0.15941885,0.15443223,0.14827865,0.14073289,0.13138722,0.11938659,0.10232040,0.05390920,,,,,,,,0.05390920
151800,0.17012497,0.16970791,0.16845091,0.16633563,0.16332852,0.15937532,0.15439095,0.14824008,0.14069755,0.13135574,0.11935982,0.10229986,0.05390543,,,,,,,,0.05390543
151860,0.17007649,0.16965963,0.16840322,0.16628893,0.16328322,0.15933184,0.15434971,0.14820155,0.14066225,0.13132428,0.11933307,0.10227934,0.05390166,,,,,,,,0.05390166
151920,0.17002805,0.16961139,0.16835557,0.16624228,0.16323796,0.15928839,0.15430850,0.14816306,0.14062698,0.13129286,0.11930635,0.10225884,0.05389790,,,,,,,,0.05389790
151980,0.16997967,0.16956320,0.16830798,0.16619567,0.16319275,0.15924499,0.15426734,0.14812460,0.14059174,0.13126147,0.11927965,0.10223836,0.05389414,,,,,,,,0.05389414
152040,0.16993133,0.16951506,0.16826043,0.16614911,0.16314758,0.15920162,0.15422622,0.14808617,0.14055653,0.13123010,0.11925298,0.10221789,0.05389039,,,,,,,,0.05389039
152100,0.16988303,0.16946696,0.16821292,0.16610259,0.16310245,0.15915830,0.15418513,0.14804779,0.14052136,0.13119877,0.11922633,0.10219744,0.05388664,,,,,,,,0.05388664
152160,0.16983479,0.16941891,0.16816546,0.16605612,0.16305737,0.15911502,0.15414409,0.14800944,0.14048622,0.13116746,0.11919971,0.10217701,0.05388290,,,,,,,,0.05388290
152220,0.16978659,0.16937091,0.16811805,0.16600970,0.16301233,0.15907178,0.15410308,0.14797112,0.14045111,0.13113618,0.11917310,0.10215660,0.05387916,,,,,,,,0.05387916
152280,0.16973844,0.16932295,0.16807068,0.16596331,0.16296734,0.15902859,0.15406211,0.14793284,0.14041604,0.13110493,0.11914653,0.10213620,0.05387543,,,,,,,,0.05387543
152340,0.16969033,0.16927505,0.16802336,0.16591698,0.16292238,0.15898543,0.15402118,0.14789460,0.14038100,0.13107371,0.11911997,0.10211583,0.05387170,,,,,,,,0.05387170
